title,dueDate,location,notes,link,typeOfOpportunity,approved,keywords
Sydney International Composers Concerts 2024,None,"Sydney, Australia","Sydney International Composers Concerts 2024




Opportunities for composers to get the works to be performed and video recorded




4 video recording concerts have been scheduled:

Contemporary Piano Music




Contemporary Chamber Music




Contemporary Orchestral Music I (1,1,1,1,.1,1,1,1,. 1 perc., 5,4,3,2,1)




Contemporary Orchestral Music II (2,2,2,2,.4,2,2,1,.Timp., 3 perc., Strings)

Sydney Contemporary Orchestra is a nonprofit organization. It is dedicated to exploring and promoting the new music of contemporary composers. Supported by the local government and the SCO Foundation, it provides a service for composers who wish to collaborate with other composers to share the costs to get their works to be performed and video recorded in concert form.

Since 2013, we have promoted more than 100 new works of composers from about 50 countries and regions around the world.

For more information and instructions on submitting work:






http://www.sydneycontemporaryorchestra.org/index.php/homepage/opportunit...",http://www.sydneycontemporaryorchestra.org/index.php/homepage/opportunities-for-...,"[""Other""]",FALSE,"[""compose"",""music"",""piano"",""string"",""orchestra"",""composer""]"
Creative Music Intensive Summer 2023 | In-person & Online Workshop,01/06/2023 23:59,Online,"Creative Music Intensive is a two-week hybrid ( in-person & online ) program which will be held from July 15th – 30th at Arts Letters & Numbers in 2023. The program is open to musicians working in any genre. Participants will be immersed in the creative process of making and performing music, exploring new approaches and developing individual and collaborative works as creative artists. 

This unique program will be directed and led by Michael Harrison (in person), Music Program Director and recurring Visiting Artist of Arts Letters & Numbers, and co-taught by Bergamot Quartet (in person),  Aleksandra Vrebalov (in person),  Elliot Cole (in person),  Payton MacDonald (in person), and Arts Letters & Numbers founding director David Gersten (in person), with special guest Terry Riley (online).  They will each host weekly classes on site and via Zoom, offer one-on-one private lessons, as well as facilitating potential collaborations with co-participants and local artists affiliated with Arts Letters & Numbers.

Topics to be covered during group and private classes include composition and improvisation; performance, recording and career strategies in the current environment; Indian classical ragas, rhythms and techniques; polyphony; music programming; developing interdisciplinary work and collaborations. 

At the conclusion of the program, on July 29th, participants will present a public performance together (live onsite and online), in which they may perform or arrange for other musicians to perform their work. Participants will also have the opportunity to compose a new work for Bergamot Quartet, which will be premiered on their concert on July 28th. The participants’ concert, BQ’s concert and other events are opportunities to explore new performance practices and material in a safe and welcoming environment. In addition, the faculty will also offer two concerts during the program – please see details on our program page below.

https://www.artslettersandnumbers.com/creative-music-intensive-2023",https://www.artslettersandnumbers.com/creative-music-intensive-2023,"[""Other""]",FALSE,"[""musician"",""compose"",""music"",""arts"",""composition"",""performance"",""interdisciplinary""]"
"19th SUN RIVER PRIZE Students’ New Music Composition Competition Chengdu, P.R. China, 2023",15/09/2023 23:59,"Tokyo, Japan","19th SUN RIVER PRIZE Students’ New Music Composition Competition




Chengdu, P.R. China, 2023

New Talent•New Idea




New Composition•New Music

◆Sponsored by Sichuan Conservatory of Music




◆Organized by Composition Department of Sichuan Conservatory of Music




ISCM-Chengdu section




Southwest China Music Research Center-Research Institute of Compositional Technique




Chinese Traditional Music Innovation and Creation Center

◆Chairmen of the Organizing Committee 

Wen Yunying  Wen Feng

◆Chairman of the Jury

Jo Kondo (Japan)

◆Requirements and information

The competition of this year is for chamber music. The works to be selected for the final round will be performed by Ensemble Nomad from Tokyo at early November 2023 in Chengdu, China.




The instrumentation is as follows: 

Flute (Piccolo/Alto Flute), Clarinet (B-flat/A, Bass Clarinet), Violin (2), Viola, Cello, Double Bass, Piano. (In addition, entries should NOT contain the prepared piano or other techniques that may potentially harms the piano strings.)

The composition should be written for 1-8 instruments in any combination of above. Work that involves electroacoustic, electronic, or vocal will NOT be accepted. Performers that use human voices as part of the sound effect are exempt from this restriction.




The duration of the piece should be within 8-12 minutes.

Finalists will be invited to Chengdu to attend the final premiere concert in November. The organizer will provide accommodation for the composers for three days (two nights). However, due to consideration of location differences, the traveling expense will be on your own. Finalists are required to provide the parts of their works for rehearsal before the specified time, if late, they will be considered as abandoned.

Qualifications




1. All students. (No limitation on nationality, region, and age).




2. The composition could be written in any style. It also needs to be composed in the last three years.




3. The composition must be unpublished and must not have been awarded in any other contest prizes.




4. Each candidate can submit only one piece for the competition and cannot applies with other’s name.

◆How to enter




Each candidate should submit a full score，a filled entry form, and electronic copies of the ID and Student ID.




The score should be converted to a single PDF file, named as “application’s name + composition title”.




The score (pdf) and other application materials should be delivered by email to the Competition Organizing Committee before the deadline. The date of the composition should be marked on the score.




This competition is anonymous. The candidate’s name or any other non-musical notes cannot be shown anywhere on the score, otherwise, the candidate cannot enter for the selecting procedure.




Please send your score to both emails. The email address is 

sunriverprize@qq.com

 and  

sunriverprize@outlook.com




We recommend the candidate submit a recording along with the composition (in mp3 format), but the audio file is not required for application.

◆ Contact




Coordinator：Dr. JING Qi




E-mail (Preferred): 

sunriverprize@qq.com




Alternative E-mail: 

sunriverprize@outlook.com




WeChat (Preferred)：rexjojo0414

Organizing Committee Office




Mr. GOU Yong,




Tel & Fax +86-28-8543 0253

Deadline: Sep. 15th, 2023




（Entries must be received before Sep. 15th, 11:59 pm, Beijing Time via email）

◆Entry form download and competition information:






http://www.sccm.cn/templates/cy/sunriver/index.html






http://www.iscm.org

◆Award and Prizes




1st Prize (1): RMB ￥15,000 (pre-tax) and the certificate.




2nd Prize (2): RMB ￥10,000 (pre-tax) and the certificate.




3rd Prize (3): RMB ￥5,000 (pre-tax) and the certificate.




Honorable Mention (several): the certificate.

The juries have the right to decide the prizes and the number of the vacant winners, and the jury's decision is final.

All finalists will receive a copy of the live recording provided by the organizer after the competition.  

◆Additional Directions




1. During the selection of the competition, any prize-winning composition could be published and played permanently and freely by the sponsors.




2. The entry form is enclosed, please fill it carefully and submit it with other application materials.",http://www.sccm.cn/templates/cy/sunriver/index.html,"[""Contest""]",FALSE,"[""viola"",""flute"",""double bass"",""cello"",""bass clarinet"",""piccolo"",""piano"",""composition"",""alto flute"",""clarinet"",""music"",""string"",""performer"",""composer"",""electronic"",""bass"",""compose"",""violin"",""arts"",""student"",""competition"",""vocal"",""prize""]"
SiMN 2023,15/06/2023 23:59,"Curitiba, Brazil","We are happy to announce the SiMN 2023 - the 6th edition of the International Symposium of New Music - organized by the research group Núcleo Música Nova of the State University of Paraná (Brazil). For this year's edition, SiMN will happen in two moments: an online session from October 30 to November 01 (oral communications and round-tables) and an in-person session (concerts and workshops) from November 07 to November 10, in the city of Curitiba, Paraná.  The SiMN is a biennial event held at Curitiba, Brazil, which aims to spread and to reflect about contemporary music and sound art practices. We are part of a non-for-profit Brazilian public university, and so is our event, that since its beginning in 2012 offered free attendance to all research and music presentations. No fees. No age restriction. All free and open to the public. We aim to encourage artistic and research exchanges among the fields of composition, electroacoustic music, sound art, and experimental music, and between people from different parts of the world, with an emphasis in Latin America. The five previous editions (2012, 2014, 2016, 2018, 2021) embraced activities such as concerts, sound art exhibitions, workshops, keynotes, composition classes, and contemporary performance masterclasses.

Call for Works: 

https://www.nucleomusicanova.com.br/simn/simn-2023",https://www.nucleomusicanova.com.br/simn/simn-2023,"[""Workshop""]",FALSE,"[""presentation"",""music"",""dance"",""arts"",""workshop"",""composition"",""performance""]"
the Ruzickova Composition Competition 2023,31/05/2023 23:59,Online,"RUZICKOVA COMPOSITION COMPETITION IS BACK!

Once again we would like to create an opportunity for ALL composers out there. We hope to inspire the CREATIVE process and encourage NEW pieces for BAROQUE instruments.

SUBMIT a concerto for solo baroque violin and chamber orchestra of between 8-12 minutes duration.

NO registration fee

NO age limit 

DEADLINE 31th MAY 2023 (midnight BST)

Selected winners will have their pieces performed LIVE and turned into FILMED PRODUCTIONS directed by @simonhelbling !

For all the information simply visit 

https://www.adawitczyk.com/competition2023",https://www.adawitczyk.com/competition2023,"[""Other""]",FALSE,"[""compose"",""violin"",""solo"",""composition"",""orchestra"",""competition"",""composer""]"
ONE MINUTE work for flute and tuba,15/05/2023 23:59,"Athens, Greece","ONE MINUTE work for flute  (flute, piccolo, alto flute, bass flute) and tuba

Iwona Glinka (Athens-based flutist) is seeking for new pieces for performance and recording. Submissions must be not yet commercially released on recording. It is acceptable if the music has been disseminated on the Internet via YouTube, Soundcloud, personal web sites, etc., as long as a commercial recording has not yet been produced.

The length should be one minute. The style is open to the taste of the composer.

The intention for selected submissions is to present them in live performance in programs and then to record them for a CD made up exclusively of submissions from this call to be released on Phasma Music Label Full physical and digital distribution via Naxos. 

Four-stages submission process:

First stage until May 15, 2023. 

- No works over one minute will be reviewed




- Multiple submissions are allowed




- No hand written score is not accepted




- Provide a maximum 50-word biography and 50-word program notes in English




- Upload a score as a PDF file to 

info@phasma-music.com




- Demo recordings are welcome via a link to Dropbox, Soundcloud, or other external hosting site. Please do not email audio files.

Second stage until May 30, 2023. 

- All selected composer's works will be subsidised for the performance, recording and distribution of their work.




- Agreement signing




- Fee 130 Euro via PayPal (recording equipment, sound engineer, editing, preparing the master, renting venue, cover and inside design, CD production, distribution)

Third stage until October 30, 2023

- Concert and Recording

Fourth stage until December 31, 2023

- Sending to every composer 3 copies of CD album",http://www.phasma-music.com,"[""Other""]",FALSE,"[""flutist"",""bass"",""compose"",""music"",""bass flute"",""piccolo"",""performance"",""flute"",""tuba"",""composer"",""alto flute""]"
AZRIELI COMMISSION FOR INTERNATIONAL MUSIC,05/05/2023 23:59,"Montreal, Canada","AZRIELI COMMISSION FOR INTERNATIONAL MUSIC




A commission for $50,000 Canadian dollars for a work reflecting the theme of this year's commission: ""a celebration of the diversity and richness of humanity's cultural heritage through music"". The not yet written work will be of 15-20 mins for SATB choir of 48 members. Some divisi and some solo sections permitted. May have up to 4 additional instruments of soloists (vocal or instrumental). Can also have pre-recorded digital media. Must not exceed 52 musicians in total. The composer must be available (either physically or virtually) for rehearsals and performances. Also to participate in outreach events such as workshops, press interviews, etc. Send application form, CV, one-page lists of previous works, a proposal text of up to 1000 words for this commission, show how the propsal is relevant to the theme, and send sample scores and recordings (by pdf and mp3) demonstrating ability to write of choir. The prize-winning work will be premiered in Montreal in October 2024. It will be given more performances and  professionally recorded for future commercial release.

For complete information and application form: 

https://azrielifoundation.org/priorities/music-arts-culture/amp/the-azri...

E: azrielifoundation.org




WEB: 

www.azrielifoundation.org/amp




DEADLINE: 5 May 2023",https://azrielifoundation.org/priorities/music-arts-culture/amp/the-azrieli-comm...,"[""Workshop""]",FALSE,"[""musician"",""compose"",""commission"",""music"",""arts"",""workshop"",""solo"",""prize"",""performance"",""soloist"",""vocal"",""composer""]"
Fifteen-Minutes-of-Fame featuring TC4 Saxophone Quartet,30/09/2023 23:59,"Los Angeles, United States","Fifteen-Minutes-of-Fame featuring TC4 Saxophone Quartet

Vox Novus is calling for one-minute pieces composed for TC4 Saxophone Quartet. For this Fifteen-Minutes-of-Fame, we are looking for saxophone quartet works specifically written for TC4 Saxophone Quartet.

Works should be for written for saxophone quartet: soprano, alto, tenor and baritone saxophones.

Selected works will be premiered in February 2024 on Fifteen-Minutes-of-Fame featuring TC4 Saxophone Quartet.

This performance will be presented as a live streaming online concert and broadcasted to multiple streaming platforms such as YouTube and Facebook.

Only works one-minute in length for saxophone quartet will be considered.

Guidelines:

-Deadline for works is September 30, 2023

-Works are for saxophone quartet without electronic accompaniment.

-No works over one minute (60 seconds) will be reviewed.

-Works should be composed specifically for this call and performer.

-All pieces must be premieres.

-Multiple submissions are not accepted.

-Works need to be submitted online at 

www.MusicAvatar.org

-You will need to register with Music Avatar for free to submit your work online.






http://www.musicavatar.org/categories/Fifteen-Minutes-of-Fame-featuring-...

-After logging in to Music Avatar, select the opportunity named ""Fifteen-Minutes-of-Fame featuring TC4 Saxophone Quartet"" and press the ""submit"" button to start the submission process.

-You will need to provide a maximum 50 word biography and 50 word program notes.

-You will be able to upload a score as a PDF file - please include the parts at the end of the score.

-You are also encouraged to upload an audio realization of the work

-Must include the dedication to TC4 Saxophone Quartet on the score.

-Performance notes should be included in the score.

-Selected works will be broadcasted online to multiple video streaming platforms including Facebook, YouTube, etc. No performance royalties will be paid.

-Selected composers will be asked to sign a consent form for an online performance and archival on streaming platforms. (Composers retain their author rights.)

-Results will be announced via the Fifteen-Minutes-of-Fame website and the Vox Novus mailing list.

More can be found be found at:






www.VoxNovus.com/fifteen-minutes-of-fame

TC4 Saxophone Quartet

Celebrated for their unique approach and virtuosic performances, TC4 has delighted audiences in the greater Los Angeles area, introducing audiences the exciting music of the saxophone quartet. TC4 uses their unique style to create a fresh environment for classical music; to reflect our lived experience and mixed culture, blending the known with the unknown. They have championed the music of living composers, including Andrew Sigler, Joel Love, Nina Shekhar, and Michael Markowski. The members of TC4 include Andrew Harrison, Isaac Lopez, Frances Cisneros, and Robert Alexander.

For more visit:






https://www.andrewsharrison.com/tc4

https://youtu.be/SD16JFy9tvM

 

https://youtu.be/9FPTP1NUUmk

https://youtu.be/WPVQR5cZ8vE

Fifteen-Minutes-of-Fame

Fifteen-Minutes-of-Fame is 15 one-minute works written by different composers specifically for a musician or ensemble. Fifteen-Minutes-of-Fame gives a variety of new music by living composers to audiences hungry to hear what is being created in today's music scene. The Fifteen-Minutes-of-Fame project has featured more than 75 musician/ensembles premiering the works of over 1000 composers.

Fifteen-Minutes-of-Fame is a Vox Novus project.






http://www.voxnovus.com/15_Minutes_of_Fame/",http://www.musicavatar.org/categories/Fifteen-Minutes-of-Fame-featuring-saxophon...,"[""Other""]",FALSE,"[""electronic"",""musician"",""compose"",""music"",""arts"",""performer"",""project"",""performance"",""composer""]"
THE FINZI TRUST CHORAL COMPETITION,30/06/2023 23:59,Online,"THE FINZI TRUST CHORAL COMPETITION




Applicants are invited to compose a choral work in response to Finzi's ""Lo, the full and final sacrifice"". The work should be SATB, with or without divisi, unaccompanied or with organ. Up to 8 mins. Top prize of £2,500 and the work recorded on film performed by the choir of Trinity College Cambridge. May also be considered for publication by Boosey and Hawkes. Applicants welcome at any stage of their careers. Send score by pdf, a program note of up to 500 words explaining composing rationale, and £25 entry fee. Also send a sound file of the work.

For complete instructions and application form: 

http://www.geraldfinzi.org/international-composing-competition.html

WEB: 

www.geraldfinzi.org




DEADLINE: 30 June 2023",http://www.geraldfinzi.org/international-composing-competition.html,"[""Other""]",FALSE,"[""compose"",""competition"",""prize""]"
Espacios Sonoros 2023 | Call for works,31/05/2023 23:59,"Salta, Argentina","Espacios Sonoros is pleased to announce its open call for multichannel electroacoustic works. Espacios Sonoros 2023 will take place at Salta (Argentina) on August, and will feature a six speaker setup.

This year's Open Call will have two categories: an international open call without restrictions and an open call directed at young latin american composers (under 35 years old).

Submissions will be received until May 31st. The evaluatation comitee will announce the selected works early July. Submited works should be between 5 and 15 minutes long. Ambisonics B-format is preferred, but not required. There will be no submission or registration fees. The composers presence at the concerts is encouraged but not required.

Registration links available in: 

https://en.espaciossonoros.com.ar/open-call

LINKS




Information about previous editions: 

https://en.espaciossonoros.com.ar/previous-editions




Contact us: 

info@espaciossonoros.com.ar




Página en español: 

https://espaciossonoros.com.ar

DATES




May 31st, 2023 | Submission deadline




July 2023 | Results




August 2023 | Concerts",http://en.espaciossonoros.com.ar,"[""Other""]",FALSE,"[""composer"",""compose""]"
Sacred Choral Music Composition Competition,08/05/2023 23:59,Online,"This competition is for sacred SATB/SAB choral music that is specifically appropriate for use on Pentecost Sunday. There is one grand prize offered with an award of $1000 USD.

Criteria:




Written for SATB/SAB mixed choir




Accompaniment: a cappella, piano, or organ




Should be singable/accessible for common volunteer church choirs




Divisi (in moderation) is allowed




The submitted piece must be newly composed (not previously submitted or published)




All styles are admissible




Arrangements are eligible (permissions obtained by composer)




One submission per applicant (no fees!)




Accepting submissions: February 27 - May 8, 2023




Winner to be announced May of 2023

For more information and to apply: 

https://www.upumc.org/our-ministries/music-pages/smcc.html",https://www.upumc.org/our-ministries/music-pages/smcc.html,"[""Other""]",FALSE,"[""compose"",""music"",""piano"",""prize"",""competition"",""volunteer"",""composer""]"
The 46th Annual Festival of New American Music Call for Scores,15/07/2023 23:59,"Sacramento, California, United States","The Festival of New American Music brings extraordinary musicians to Sacramento, California, each year to present high-quality performances of a broad body of recently composed or improvised music by some of America’s most exciting artists. This year marks the 46th annual Festival – co-directors Dr. Shuying Li and Timothy Stanley are excited to announce the Inaugural Festival of New American Music Call for Scores. This first annual Call for Scores is open to composers of any age. Applicants must reside in the United States, Mexico or Canada. International students on student visas and studying at Colleges and Universities in the US may also apply. The competition is judged by composition faculty and ensemble directors at the California State University, Sacramento School of Music as well as by nationally and internationally recognized festival guest composers. The winning pieces in each category will receive a performance at the 2023 Festival of New American Music:

-Category A (Chamber Ensemble): Submitted works may be scored for any combination of up to eight performers including flute (doubles piccolo), clarinet (doubles bass clarinet), violin, cello, piano, percussion, and voice. Two works will be selected and performed by resident ensembles, Citywater and Four Corners Ensemble.

-Category B (Wind Ensemble): Submitted works should be scored for standard wind band instrumentation. One winning work will be performed by Sacramento State Symphonic Wind Ensemble with director Matthew Morse.

-Category C (Chorus): Submitted works must be scored for mixed choir in 4-6 parts, with moderate divisi, with optional keyboard accompaniment. One winning work will be performed by the Sacramento State University Chorale with director Andrew Kreckmann.

For more information: 

https://www.csus.edu/college/arts-letters/music/_internal/_documents/fen...

To apply: 

https://docs.google.com/forms/d/e/1FAIpQLSfmDXPC02zpjDiN6dkqNZWXz5IDrnmE...",https://www.csus.edu/college/arts-letters/music/spotlight/fenam-festival.html,"[""Other""]",FALSE,"[""flute"",""cello"",""bass clarinet"",""piccolo"",""musician"",""piano"",""percussion"",""composition"",""clarinet"",""music"",""call for score"",""performer"",""performance"",""composer"",""bass"",""compose"",""violin"",""arts"",""student"",""competition""]"
Artist Residency Spring/Summer 2023,01/09/2023 23:59,Online,"Arts Letters & Numbers was founded in 2011. At that point the summer workshop was the driving force of the organization. When the facilities grew so did the program. In 2015 the first Artist in Residence arrived. Since then we have continuously been cultivating this program to encourage individual and collaborative creation: to think, make and act alongside others within a community. The program has brought together artists from a wide range of disciplines, to ask and engage their questions, create and share their work. When people are free to act, interact with and support one another, new works and ideas emerge.

Arts Letters & Numbers is a place of creative urgency and intensity of purpose, a place to create new linkages, new thought processes, new path- ways of understanding that embody our best hopes and aspirations. It is a place where many elements come together to co-construct questions and works, of empathy, of ethics, of imagination; it is a place to explore the nuanced fragilities in our shared stories.

We are situated within an enthusiastic and supportive community that is highly active in the short term programming of Arts Letters & Numbers, including Events, Courses, and Workshops that run in parallel to and interweave with the Residency Program. To further expand the conversation and space of Arts Letters & Numbers – both within the Residency Program and the broader community – as an Artist in Residence you will be encouraged to participate in and host some of these features, as well as proposing your own events to foster and enrich this dialogue, i.e. lectures, exhibitions, performances, etc.

To apply: 

https://www.artslettersandnumbers.com/artist-residency",https://www.artslettersandnumbers.com/,"[""Workshop"",""Residency""]",FALSE,"[""performance"",""arts"",""workshop""]"
"3rd Composition Competition for Wind Band ""Alfonso Perri Altomare""",01/06/2023 23:59,Online,"For the 3rd edition of the ""Alfonso Perri Altomare Composition Competition for Wind Band"", we're looking for new pieces which are suitable for a semiprofessional symphonic band.




1. The composition must be of up to 15 minutes in length.




2. The composition must not have been performed in public.




3. The competition is open to composers of all ages and nationalities.




4. Each composer may submit only one entry.




5. Entries must be sent by email to the address 

bandacurcio@gmail.com

 by June 1st 2023.




Alternatively, hard copies may be sent to the following address in three anonymous copies only showing a codename; information on the composer's identity must be placed in a sealed envelope marked with the same codename:




Associazione Banda Musicale “Francesco Curcio”




Via Amalfi 23, 87032 Amantea (CS) Italy

The instrumentation allowed can be found here: 

https://www.bandafrancescocurcio.it/wp-content/uploads/2023/01/Concorso-...

The winning piece will be performed during our summer festival in the beautiful town of Amantea, southern Italy, on August 19th 2023.




Accommodation will be provided by the organization.",https://www.bandafrancescocurcio.it/wp-content/uploads/2023/01/Concorso-Nazional...,"[""Other""]",FALSE,"[""compose"",""music"",""composition"",""competition"",""composer""]"
• MUSLAB Call for Electroacustic  Works 2023:,01/07/2023 23:59,Online,"• MUSLAB Call for Works 2023:

Composers and visual artists of any age, gender or nationality are invited to participate by submitting their electroacoustic music or video-art works to the MUSLAB 2023 International Electroacoustic Music Festival. Guidelines: • Reception of works: from February 15 to June 1, 2023.

• The duration of the works will be free.

• Only one work will be admitted for each category defined by composer. • The works must be signed by the author(s) (pseudonyms are not allowed).

• All works, including those that have previously been presented in competitions and concerts, are eligible to participate, if accompanied by a letter of consent for their presentation.

• The author assumes responsibility for having the rights to present and publish the work that he submits to this exhibition. • There is no registration fee..

Categories:

• Category A (audio only): open to stereo self-contained electroacoustic music (tape music) compositions. Number of channels allowed: stereo, 4.0, 5.1 8.0

• Category B (audio and video): open to autonomous electroacoustic musical compositions, With Video only one movement regardless of duration. Number of channels allowed: stereo, 4.0, 5.1 8.0

• Category C (audio and video): open to video art compositions, only one movement regardless of duration.

• Category D Audiovisual performance in real time: Open to works that use analog, digital or virtual media that are modified in real time as a performance.

Number of channels allowed: stereo, 4.0, 5.1 8.0

Allowed formats: .aif, .wav, .mov, .mp4

Submissions

You must register electronically at 

https://form.jotform.com/Muslab/muslab-----------------------------

 and attach a link to a file in ZIP format with the following documents:

1. A good resolution photograph.

2. Signed consent letter in the registration form.

3. A link to download your piece in full version.

4. A copy of the piece in .mp3 format

5. Pieces in multiphonic formats that wish to participate in the CD production selection must also submit a stereo version in WAV or AIFF format.

If the documentation is not complete it will not be taken into account.

IMPORTANT: Do not use storage servers that delete sent files after a certain time (for example, Wetransfer NO).

Your files must be available at all times and until the date of publication of the results. Some options are: Dropbox, Google Drive, OneDrive. On the selection of works.

MUSLAB extends an invitation to renowned composers and musicologists, all with extensive experience in electroacoustic music, to form a Selection Committee that will review the quality of sound and visual works to be submitted.

• The selected works may be presented and broadcast in public.

• By participating with his work in MUSLAB, the composer grants his consent, rights and authorization to reproduce, spread and transmit his work by all the means used by the festival, in concerts, activities and broadcasts of radio or activities developed by MUSLAB. exempting MUSLAB from any payment or liability with copyright associations or entities.

• All works recorded with a record company must have a letter stating this fact, as well as the permission of the record label so that they can be transmitted and published within the International Exhibition of Electroacoustic Music, MUSLAB.

• If the author decides to participate in the selection for the production of a CD-DVD, in co-production which will be sent to different sound libraries and libraries in different countries and will be available for sale, he must mark the consent section to record your work in the edition of this CD-DVD. The composer retains the copyright but authorizes the recording and dissemination of his work by MUSLAB.

• Audio recordings submitted to the contest will not be returned to the composers and will remain in the MUSLAB files for safekeeping. • The Selection Committee may decide not to include a work in the sample or change the program.

• The MUSLAB International Electroacoustic Music Festival is not a contest; It is an opportunity to promote sound art and form part of a dissemination and support network for contemporary sound creation, which gives access to spaces for the representation and dissemination of sound art, as well as access to training that seeks to make tools that facilitate the integration of the participants to the labor market through the use of new technologies and an artistic contribution to strengthen social coexistence.

• All participants will be notified when their work is received and once it has been selected.",https://muslab.org,"[""Grant"",""Contest""]",FALSE,"[""presentation"",""electronic"",""compose"",""music"",""composition"",""visual art"",""performance"",""visual artist"",""competition"",""composer""]"
Garth Newel Composition Competition,01/11/2023 23:59,Online,"Founded in 1973, Garth Newel Music Center (

www.garthnewel.org

) is one of the most active chamber music organizations in the country. Its resident ensemble, the Garth Newel Piano Quartet, performs over 60 concerts annually both at the Center and on tour. Through this competition, the Quartet seeks to broaden the piano quartet repertoire and to support the Center’s ongoing commitment to contemporary music.

Prize




The Winner will receive:




A $3000 cash prize




A performance of the winning work by the Garth Newel Piano Quartet on the 2024 Summer Music Festival in July, 2024




A travel stipend of up to $1000 to travel to Garth Newel Music Center to work with the Garth Newel Piano Quartet and attend the premiere.




A high-quality recording




Frequent performances of the winning work by the Garth Newel Piano Quartet.




The winner will also have the opportunity to participate in a short-term residency during the week of the premiere.  The residency will take place during Garth Newel’s prestigious Emerging Artist




Fellowship chamber music program.




The winner will have the opportunity to work closely with the Garth Newel Piano Quartet and our Emerging Artist Fellows, with the possibility of readings and performances of additional chamber works by the composer.




Collaborate and network with talented musicians from the top music schools.

Guidelines

Submitted works must be for violin, viola, cello and piano. Piano trios and quintets will not be accepted.




There is no time limit for works.




The work must be originally conceived as a piano quartet. Arrangements of previously completed works that have been performed or published are not acceptable.




Submissions from any composer are welcome. Garth Newel Music Center is an equal opportunity organization and will not allow discrimination based upon age, ethnicity, ancestry, gender, national origin, disability, race, size, religion, sexual orientation, socioeconomic background, or any other status prohibited by applicable law

Restrictions




A Composition is ineligible if:




It requires live electronics or cannot be performed with just stereo playback




The work has already received a professional premiere.




A prior professional premiere means a performance of your work for the public, which includes a public announcement that the performance is a premiere of your work.  If your piece was performed as part of a reading/workshop, and was only performed for a select audience within a school’s department, it is still admissible.




It is a transcription or arrangement of another work that has been performed or published.




It has already been professionally recorded for commercial CD release;




The work has already been published. This includes publications of a previous version of the work. 

For physical submission, each composer must submit:

A legible score and string parts (no piano-only part is necessary) of professional quality labeled with a pseudonym. No marks identifying the composer may appear anywhere on the score. The title of the work is permissible.




An envelope labeled with the composer’s pseudonym. Information within the envelope should include the composer’s name, address, telephone number, email address and one-paragraph biography.




A digital recording of the work labeled with the composer’s pseudonym (CDs or flash drives are acceptable). MIDI realizations are acceptable.




A self-addressed stamped envelope of appropriate size if the composer wishes to have their materials returned.

All materials should be mailed to:




Composition Competition




Garth Newel Music Center




403 Garth Newel Lane




Hot Springs, VA 24445

For electronic submission:




Email the score, instrumental parts, and audio file under a pseudonym to 

pianoquartet@garthnewel.org

, along with the composer's info in a pdf/word document labeled “do not open until after the results are determined”.




Recordings that are too big can be sent via Dropbox or google drive. Please label the titles of digital tracks with the composition name as well as the composer’s pseudonym.

Deadline:




All materials must be received by November 1, 2023.  Applicants will be notified of the result by email no later than January 31, 2024.

For further information or questions, please call Garth Newel Music Center at 540-839-5018 or email 

jeannette@garthnewel.org

.",https://www.garthnewel.org/education/international-composition-competition/,"[""Workshop"",""Residency""]",FALSE,"[""electronic"",""musician"",""compose"",""tour"",""violin"",""piano"",""music"",""arts"",""workshop"",""string"",""composition"",""viola"",""performance"",""prize"",""competition"",""trio"",""cello"",""composer""]"
"Ensemble Kochi, Japan, calling for a work for chamber ensemble",31/08/2023 23:59,"Tokyo, Japan","Ensemble KOCHI, JAPAN




is calling for a work for chamber ensemble that is to be premiered at the Concert of the Quarter of a Century Anniversary of the founding.

1. Day of the performance and venue




    February 15th, 2024, TOYOSU Cultural Center Hall, Tokyo, JAPAN

2. Work




    Condition of application: Only unpublished (un-premiered) work is accepted. In the case that submitted




                                       piece was premiered only in educational institute such as university, it is




                                       treated as un-premiered.




    Instrumentation: 8 to 15players based on the instrumentation of Ensemble Kochi; 1(picc.alto.)-1(cor-




                            angl.)-1(bass.)-1, 1-1-1-0, perc, hp, pf, 2-1-1-1.




    Duration of the work: within 10 minutes

3. Application procedure




    We ask you to upload a full score of the work (in PDF format) to Google Drive, or Microsoft OneDrive,




    etc. Sound file in WAV format can be optionally uploaded if exists.




    Then, please send application form (in PDF format) which contains following information to the e-mail




    address below. 

   Application form（3 pages in total in A4 size）




   1st page




      ・name




      ・e-mail address




      ・phone number




      ・title of submitted work




      ・instrumentation




      ・duration




      ・URL of the score




      ・URL of the sound file (if any)




      ・declaration that submitted piece is un-premiered. ex. “This submitted work is not premiered before.”

   2nd page




      ・brief biography

   3rd page




      ・program note of submitted work

4. deadline for submission: August 31st, 2023. 23:59 JST

5. Selection




   The selection committee and all member of Ensemble Kochi will select a work to be performed.

6. Submission of part score




   Please send all part score by the end of January 2024.

7. others




   ・No fee is required to apply.




   ・No fee will be paid for the use of the music scores, while copyright fee will be paid through JASRAC or




      another equivalent copyright management organization.




   ・We do not prevent applicant from submitting more than 2 works.




   ・TOYOSU Cultural Center Hall: 

https://www.kcf.or.jp/toyosu/

For inquiries and applications, please contact:




Ensemble Kochi, JAPAN: 

ensemble.kochi@gmail.com

Official site






https://www.ensemble-kochi.jp/",https://www.ensemble-kochi.jp/,"[""Other""]",FALSE,"[""performance"",""bass"",""education"",""music""]"
